fcode,year,month,obs_dengue_cases,population,area,ws_avg,ws_min,ws_max,t2m_avg,t2m_min,t2m_max,rh_avg,rh_min,rh_max,tp_accum,l1_code,l1_name
TTYTKV_AN_BIEN_KG,2011,3,6,160695,400.28999999999996,2.9713700387096775,1.558824219032258,4.551086403225806,299.68905741935487,297.29569387096774,303.24385354838705,77.85631119354838,60.764421999999996,90.49067399999998,0.22600892470300002,91,
TTYTKV_AN_BIEN_KG,2011,4,4,160695,400.28999999999996,2.32964069,1.0822940810000001,3.7161231000000003,300.215325,297.6304143333333,303.5156496666667,80.71100166666665,64.20606386666667,93.59284503333335,0.17156264794999995,91,
TTYTKV_AN_BIEN_KG,2011,5,14,160695,400.28999999999996,2.809026441935484,1.5934224258064515,4.3809195290322585,300.6751261290322,298.8918106451613,303.28492870967744,85.33556864516129,73.8153904516129,93.77097396774192,0.3114779666,91,
TTYTKV_AN_BIEN_KG,2011,6,4,160695,400.28999999999996,4.0237873366666665,2.76086023,5.62940683,300.30604733333337,298.710489,302.3685453333334,85.85092593333333,76.25188143333335,93.24491226666669,0.3551106817,91,
TTYTKV_AN_BIEN_KG,2011,7,15,160695,400.28999999999996,4.241094858064516,3.06669134516129,5.8065132483870965,300.1275693548387,298.6915119354839,302.0272174193548,85.28785990322582,76.57538383870967,92.1423216129032,0.3672871781,91,
TTYTKV_AN_BIEN_KG,2011,8,7,160695,400.28999999999996,4.051366038709678,2.7550584583870963,5.6019060129032265,300.2112109677419,298.80047290322574,302.2103858064516,84.84478370967743,75.75937029032258,91.50205506451613,0.3196011179,91,
TTYTKV_AN_BIEN_KG,2011,9,19,160695,400.28999999999996,4.772693036666666,3.5736060433333328,6.314711273333333,299.59231400000004,298.18368333333336,301.4364316666667,86.59735700000002,78.05093383333335,93.13439303333332,0.5100335784,91,
TTYTKV_AN_BIEN_KG,2011,10,31,160695,400.28999999999996,2.9722549225806456,1.8270793232258067,4.407388170967743,299.9392287096775,297.8885216129032,302.71911064516127,84.5018389032258,71.58708425806452,93.88702403225808,0.24539387544,91,
TTYTKV_AN_BIEN_KG,2011,11,8,160695,400.28999999999996,2.42970774,1.3086269713333334,3.7055168666666662,299.88116933333333,297.64884166666667,302.80545533333327,82.79214786666667,68.13312023333334,93.551238,0.20374145924,91,
TTYTKV_AN_BIEN_KG,2011,12,7,160695,400.28999999999996,2.705486783870968,1.1349289816129031,4.336933432258064,298.692225483871,296.2449719354838,301.7942680645161,78.34941296774194,62.879699129032254,91.6330327096774,0.09818290096048,91,
TTYTKV_AN_BIEN_KG,2012,1,5,160695,400.28999999999996,2.629786619354839,1.5003596154838712,4.081169422580645,298.81015354838706,296.3056067741935,302.06028225806455,80.56873106451613,65.15431441935485,92.16913919354838,0.13470796573999996,91,
TTYTKV_AN_BIEN_KG,2012,2,15,160695,400.28999999999996,2.4016480310344828,1.077472791724138,3.5816689344827592,299.9476913793103,296.75462931034474,303.76984103448274,76.64423896551726,57.7279535862069,92.84020496551722,0.0763088969639,91,
TTYTKV_AN_BIEN_KG,2012,3,14,160695,400.28999999999996,2.3611439645161294,1.005714783870968,3.799976883870967,301.1209022580645,298.1110361290323,305.0042622580645,76.46129596774195,57.211859806451606,92.27546925806453,0.19300068705,91,
TTYTKV_AN_BIEN_KG,2012,4,26,160695,400.28999999999996,2.4933935666666667,1.3404218416666667,3.75072963,300.87596033333335,298.5181196666666,304.17310299999997,81.29624423333331,65.8555248,93.62100966666668,0.25448756855,91,
TTYTKV_AN_BIEN_KG,2012,5,34,160695,400.28999999999996,4.020507051612903,2.682451635483871,5.531568119354838,300.5696519354838,299.0416906451613,302.6195883870968,85.36771477419354,76.4116985483871,92.20619512903224,0.337893741,91,
